symbol,report_date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Provision For Doubtful Accounts,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Rent And Landing Fees,Salaries And Wages,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Other Current Borrowings,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Total Tax Payable,Income Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Non Current Note Receivables,Goodwill And Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Leases,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Inventory,Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Issuance Of Capital Stock,Capital Expenditure,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Net Common Stock Issuance,Common Stock Payments,Common Stock Issuance,Net Issuance Payments Of Debt,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net PPE Purchase And Sale,Sale Of PPE,Capital Expenditure Reported,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Current Liabilities,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Provisionand Write Offof Assets,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Net Income From Continuing Operations,sector
KMX,2024-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumer Cyclical
KMX,2024-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumer Cyclical
KMX,2024-11-30,0.0,0.246,460458000.0,125441000.0,75368000.0,5534864000.0,460458000.0,385090000.0,207082000.0,218618000.0,469200000.0,125441000.0,125441000.0,6258632000.0,73500000.0,155265000.0,154582000.0,0.81,0.81,125441000.0,125441000.0,125441000.0,125441000.0,125441000.0,41031000.0,166472000.0,-5370000.0,-5370000.0,207082000.0,43500000.0,218618000.0,469200000.0,-35261000.0,712907000.0,72600000.0,72600000.0,64507000.0,64507000.0,575800000.0,53800000.0,522000000.0,114400000.0,73500000.0,334100000.0,677646000.0,5545725000.0,6223371000.0,6057497000.0,153908030.0,153908030.0,18402021000.0,19215613000.0,6069952000.0,24885141000.0,2721344000.0,6069952000.0,541682000.0,6211210000.0,24360435000.0,6211210000.0,6211210000.0,14827000.0,14827000.0,4265940000.0,1853489000.0,76954000.0,76954000.0,21085916000.0,18988624000.0,358055000.0,18630569000.0,481344000.0,18149225000.0,2097292000.0,585044000.0,60338000.0,524706000.0,524706000.0,1512248000.0,456541000.0,1055707000.0,69816000.0,69816000.0,985891000.0,27297126000.0,22478490000.0,486743000.0,133258000.0,133258000.0,17412940000.0,141258000.0,141258000.0,4304291000.0,-2003774000.0,6308065000.0,,,6308065000.0,,,,,4818636000.0,126817000.0,,541153000.0,3665163000.0,213593000.0,213593000.0,271910000.0,271910000.0,-150551000.0,-116276000.0,-2790963000.0,2784400000.0,5071000.0,-127199000.0,975836000.0,1253294000.0,-277458000.0,-121644000.0,-121644000.0,-3876000.0,-111205000.0,-116276000.0,5071000.0,-6563000.0,-6563000.0,-2790963000.0,2784400000.0,-132462000.0,-132462000.0,-5286000.0,1101000.0,-6387000.0,23000.0,23000.0,-127199000.0,-23352000.0,-23352000.0,-342867000.0,-25633000.0,12090000.0,-16779000.0,-16779000.0,-16779000.0,-267417000.0,-45128000.0,26831000.0,4147000.0,24418000.0,98313000.0,-8172000.0,-8172000.0,75368000.0,75368000.0,125441000.0,Consumer Cyclical
KMX,2025-02-28,0.0,0.241022,414013000.0,89866000.0,77469000.0,5327105000.0,414013000.0,336544000.0,227060000.0,218140000.0,467700000.0,89866000.0,89866000.0,6102674000.0,66500000.0,154704000.0,153667000.0,0.58,0.58,89866000.0,89866000.0,89866000.0,89866000.0,89866000.0,28538000.0,118404000.0,-9119000.0,-9119000.0,227060000.0,22500000.0,218140000.0,467700000.0,-99551000.0,767444000.0,68300000.0,68300000.0,69344000.0,69344000.0,629800000.0,72100000.0,557700000.0,117900000.0,66500000.0,373300000.0,667893000.0,5335230000.0,6003123000.0,5844153000.0,153319678.0,153319678.0,18433719000.0,19221977000.0,6101730000.0,24923667000.0,2879665000.0,6101730000.0,541298000.0,6242988000.0,24380328000.0,6242988000.0,6242988000.0,3080000.0,3080000.0,4272236000.0,1891012000.0,76660000.0,76660000.0,21161218000.0,18963247000.0,343944000.0,18619303000.0,481963000.0,18137340000.0,2197971000.0,602674000.0,59335000.0,543339000.0,543339000.0,1595297000.0,529926000.0,1065371000.0,87526000.0,87526000.0,977845000.0,27404206000.0,22326570000.0,467003000.0,140332000.0,140332000.0,17242789000.0,141258000.0,141258000.0,4335188000.0,-2014563000.0,6349751000.0,366842000.0,300136000.0,721518000.0,1078841000.0,2681927000.0,1200487000.0,0.0,5077636000.0,148203000.0,,559118000.0,3934622000.0,188733000.0,188733000.0,246960000.0,246960000.0,18760000.0,-98872000.0,-3719827000.0,3735891000.0,38374000.0,-127617000.0,960310000.0,975836000.0,-15526000.0,-48826000.0,-48826000.0,-4392000.0,-60498000.0,-98872000.0,38374000.0,16064000.0,16064000.0,-3719827000.0,3735891000.0,-113077000.0,-113077000.0,14360000.0,15620000.0,-1260000.0,180000.0,180000.0,-127617000.0,146377000.0,146377000.0,-150333000.0,-36221000.0,-24110000.0,65019000.0,65019000.0,65019000.0,-269459000.0,114438000.0,12548000.0,14595000.0,27588000.0,90955000.0,-3763000.0,-3763000.0,77469000.0,77469000.0,89866000.0,Consumer Cyclical
KMX,2025-05-31,0.0,0.257,587484000.0,210381000.0,79784000.0,6643173000.0,587484000.0,507700000.0,240630000.0,224570000.0,485400000.0,210381000.0,210381000.0,7504257000.0,68900000.0,152607000.0,152137000.0,1.38,1.38,210381000.0,210381000.0,210381000.0,210381000.0,210381000.0,72749000.0,283130000.0,309000.0,309000.0,240630000.0,20200000.0,224570000.0,485400000.0,42284000.0,851339000.0,101700000.0,101700000.0,70039000.0,70039000.0,679600000.0,67900000.0,611700000.0,128200000.0,68900000.0,414600000.0,893623000.0,6652918000.0,7546541000.0,7356178000.0,150582152.0,150582152.0,18493085000.0,19285148000.0,6145651000.0,25042813000.0,3175239000.0,6145651000.0,529244000.0,6286909000.0,24292707000.0,6286909000.0,6286909000.0,-8246000.0,-8246000.0,4320861000.0,1899003000.0,75291000.0,75291000.0,21099496000.0,18822144000.0,345434000.0,18476710000.0,470912000.0,18005798000.0,2277352000.0,808438000.0,58332000.0,750106000.0,750106000.0,1468914000.0,409003000.0,1059911000.0,79412000.0,79412000.0,980499000.0,27386405000.0,21933814000.0,456039000.0,141183000.0,141183000.0,16802744000.0,141258000.0,141258000.0,4392590000.0,-2071389000.0,6463979000.0,,,6463979000.0,,,,,5452591000.0,142890000.0,637947000.0,584277000.0,3624353000.0,200305000.0,200305000.0,262819000.0,262819000.0,162807000.0,-204027000.0,-4000696000.0,4075864000.0,8329000.0,-136736000.0,989239000.0,960310000.0,28929000.0,-129425000.0,-129425000.0,-8895000.0,-195698000.0,-204027000.0,8329000.0,75168000.0,75168000.0,-4000696000.0,4075864000.0,-141189000.0,-141189000.0,-4501000.0,425000.0,-4926000.0,48000.0,48000.0,-136736000.0,299543000.0,299543000.0,-168205000.0,-22406000.0,-3020000.0,-141867000.0,-141867000.0,-141867000.0,310269000.0,-311181000.0,-11572000.0,1310000.0,46981000.0,126510000.0,2782000.0,2782000.0,79784000.0,79784000.0,210381000.0,Consumer Cyclical
KMX,2025-08-31,0.0,0.25,438681000.0,95378000.0,83931000.0,5864772000.0,438681000.0,354750000.0,241247000.0,227653000.0,489800000.0,95378000.0,95378000.0,6712503000.0,74100000.0,149637000.0,149291000.0,0.64,0.64,95378000.0,95378000.0,95378000.0,95378000.0,95378000.0,31719000.0,127097000.0,3624000.0,3624000.0,241247000.0,20900000.0,227653000.0,489800000.0,-117819000.0,835485000.0,,142200000.0,71685000.0,71685000.0,621600000.0,63700000.0,557900000.0,117500000.0,74100000.0,366300000.0,717666000.0,5877018000.0,6594684000.0,6420280000.0,147673338.0,147673338.0,18074886000.0,19137052000.0,6059264000.0,24815782000.0,3289982000.0,6059264000.0,521792000.0,6200522000.0,24017909000.0,6200522000.0,6200522000.0,-21306000.0,-21306000.0,4274614000.0,1873377000.0,73837000.0,73837000.0,20879122000.0,18627086000.0,345855000.0,18281231000.0,463844000.0,17817387000.0,2252036000.0,855821000.0,57948000.0,797873000.0,797873000.0,1396215000.0,477994000.0,918221000.0,4871000.0,4871000.0,913350000.0,27079644000.0,21537626000.0,459033000.0,105729000.0,105729000.0,16386236000.0,141258000.0,141258000.0,4445370000.0,-2138883000.0,6584253000.0,,,6584253000.0,,,,,5542018000.0,137798000.0,921928000.0,618792000.0,3149570000.0,173556000.0,173556000.0,540374000.0,540374000.0,654026000.0,-180846000.0,-3012376000.0,2859305000.0,20000.0,-131468000.0,1305175000.0,989239000.0,315936000.0,-338281000.0,-338281000.0,-4384000.0,-180826000.0,-180846000.0,20000.0,-153071000.0,-153071000.0,-3012376000.0,2859305000.0,-131277000.0,-131277000.0,-109000.0,730000.0,-839000.0,300000.0,300000.0,-131468000.0,785494000.0,785494000.0,382895000.0,-15826000.0,-4538000.0,-88603000.0,-88603000.0,-88603000.0,474783000.0,17079000.0,26749000.0,83000.0,24274000.0,159291000.0,39642000.0,39642000.0,83931000.0,83931000.0,95378000.0,Consumer Cyclical
KMX,2025-11-30,0.0,0.258,386790000.0,62215000.0,88483000.0,5184358000.0,386790000.0,298307000.0,221980000.0,214420000.0,448000000.0,62215000.0,62215000.0,5927641000.0,68600000.0,145864000.0,145548000.0,0.43,0.43,62215000.0,62215000.0,62215000.0,62215000.0,62215000.0,21672000.0,83887000.0,-4468000.0,-4468000.0,221980000.0,11600000.0,214420000.0,448000000.0,-133695000.0,723743000.0,,73400000.0,68943000.0,68943000.0,581400000.0,73400000.0,508000000.0,117400000.0,68600000.0,322000000.0,590048000.0,5203898000.0,5793946000.0,5643316000.0,143062439.0,143062439.0,17121308000.0,17845810000.0,5923276000.0,23390780000.0,2091964000.0,5923276000.0,519564000.0,6064534000.0,22651308000.0,6064534000.0,6064534000.0,-27280000.0,-27280000.0,4196141000.0,1824142000.0,71531000.0,71531000.0,19497821000.0,17391580000.0,342415000.0,17049165000.0,462391000.0,16586774000.0,2106241000.0,796645000.0,57173000.0,739472000.0,739472000.0,1309596000.0,418021000.0,891575000.0,4079000.0,4079000.0,887496000.0,25562355000.0,21364150000.0,499736000.0,73451000.0,73451000.0,16151162000.0,141258000.0,141258000.0,4498543000.0,-2201887000.0,6700430000.0,,,6700430000.0,,,,,4198205000.0,146819000.0,0.0,567398000.0,3127948000.0,151102000.0,151102000.0,204938000.0,204938000.0,1113319000.0,-203567000.0,-4026796000.0,2729001000.0,0.0,-139758000.0,912803000.0,1305175000.0,-392372000.0,-1506638000.0,-1506638000.0,-5276000.0,-203567000.0,-203567000.0,0.0,-1297795000.0,-1297795000.0,-4026796000.0,2729001000.0,-138811000.0,-138811000.0,-2222000.0,767000.0,-2989000.0,37000.0,37000.0,-139758000.0,1253077000.0,1253077000.0,74572000.0,-16918000.0,-15004000.0,-90547000.0,-90547000.0,-90547000.0,21622000.0,175419000.0,22454000.0,888816000.0,16106000.0,88691000.0,34194000.0,34194000.0,88483000.0,88483000.0,62215000.0,Consumer Cyclical
