symbol,report_date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Gain On Sale Of Business,Earnings From Equity Interest,Net Non Operating Interest Income Expense,Total Other Finance Cost,Operating Income,Operating Expense,Other Operating Expenses,Other Taxes,Selling General And Administration,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Payables And Accrued Expenses,Current Accrued Expenses,Interest Payable,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investments And Advances,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Land And Improvements,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Inventory,Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Dividends Received Cfi,Net Investment Purchase And Sale,Purchase Of Investment,Net Business Purchase And Sale,Purchase Of Business,Capital Expenditure Reported,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Dividend Received Cfo,Change In Working Capital,Change In Other Current Liabilities,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Accrued Expense,Change In Interest Payable,Change In Payable,Change In Account Payable,Change In Tax Payable,Change In Income Tax Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Operating Gains Losses,Earnings Losses From Equity Investments,Gain Loss On Investment Securities,Gain Loss On Sale Of Business,Net Income From Continuing Operations,sector
KMI,2024-06-30,,,,45000000.0,45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,45000000.0,45000000.0,,,,,,-1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93000000.0,,,,,,,,,,,,,,,,Energy
KMI,2024-09-30,0.0,0.148,1602000000.0,-1000000.0,-1000000.0,625000000.0,587000000.0,1611000000.0,1602000000.0,1015000000.0,-466000000.0,625000000.0,625000000.0,2684000000.0,1015000000.0,,,,,621000000.0,621000000.0,4000000.0,625000000.0,-26000000.0,651000000.0,651000000.0,113000000.0,764000000.0,215000000.0,16000000.0,-1000000.0,-1000000.0,199000000.0,-466000000.0,466000000.0,1015000000.0,1073000000.0,-1000000.0,107000000.0,176000000.0,176000000.0,176000000.0,2088000000.0,1611000000.0,3699000000.0,3656000000.0,2221626124.0,2221626124.0,31813000000.0,31921000000.0,8513000000.0,62327000000.0,-2554000000.0,8513000000.0,30406000000.0,60343000000.0,31746000000.0,1340000000.0,30406000000.0,-175000000.0,-175000000.0,-10658000000.0,41217000000.0,22000000.0,22000000.0,39133000000.0,34402000000.0,2502000000.0,110000000.0,1853000000.0,1853000000.0,29937000000.0,29937000000.0,4731000000.0,844000000.0,1984000000.0,1984000000.0,1984000000.0,1903000000.0,361000000.0,361000000.0,1542000000.0,286000000.0,1256000000.0,70879000000.0,68702000000.0,1218000000.0,7882000000.0,,21893000000.0,1809000000.0,20084000000.0,37709000000.0,,,,,,2177000000.0,178000000.0,75000000.0,25000000.0,526000000.0,1265000000.0,1265000000.0,108000000.0,108000000.0,592000000.0,0.0,-2698000000.0,2860000000.0,-657000000.0,628000000.0,15000000.0,133000000.0,124000000.0,9000000.0,-554000000.0,-554000000.0,-73000000.0,-643000000.0,-643000000.0,0.0,0.0,162000000.0,162000000.0,-2698000000.0,2860000000.0,-686000000.0,-686000000.0,-16000000.0,36000000.0,-49000000.0,-49000000.0,,,-657000000.0,1249000000.0,1249000000.0,184000000.0,-26000000.0,10000000.0,8000000.0,-86000000.0,-163000000.0,-163000000.0,77000000.0,14000000.0,63000000.0,63000000.0,9000000.0,33000000.0,33000000.0,-26000000.0,97000000.0,97000000.0,587000000.0,-218000000.0,-199000000.0,-20000000.0,1000000.0,651000000.0,Energy
KMI,2024-12-31,0.0,0.2211,1780000000.0,,,667000000.0,596000000.0,1835000000.0,1780000000.0,1184000000.0,-442000000.0,667000000.0,667000000.0,2803000000.0,1108000000.0,2222000000.0,2222000000.0,0.3,0.3,663000000.0,663000000.0,4000000.0,667000000.0,-27000000.0,694000000.0,694000000.0,197000000.0,891000000.0,149000000.0,10000000.0,,,215000000.0,-442000000.0,442000000.0,1184000000.0,968000000.0,-81000000.0,106000000.0,182000000.0,182000000.0,182000000.0,2152000000.0,1835000000.0,3987000000.0,3941000000.0,2221647775.0,2221647775.0,31581000000.0,31669000000.0,8687000000.0,62200000000.0,-2580000000.0,8687000000.0,30531000000.0,60191000000.0,31867000000.0,1336000000.0,30531000000.0,-95000000.0,-95000000.0,-10633000000.0,41237000000.0,22000000.0,22000000.0,39540000000.0,34439000000.0,2488000000.0,221000000.0,2070000000.0,2070000000.0,29660000000.0,29660000000.0,5101000000.0,878000000.0,2009000000.0,2009000000.0,2009000000.0,2214000000.0,543000000.0,543000000.0,1671000000.0,276000000.0,1395000000.0,71407000000.0,68886000000.0,1184000000.0,7845000000.0,7845000000.0,21844000000.0,1760000000.0,20084000000.0,38013000000.0,-22182000000.0,60195000000.0,1588000000.0,57770000000.0,837000000.0,2521000000.0,246000000.0,,126000000.0,555000000.0,1506000000.0,1506000000.0,88000000.0,88000000.0,738000000.0,0.0,-1620000000.0,1638000000.0,-772000000.0,274000000.0,7000000.0,214000000.0,133000000.0,82000000.0,-657000000.0,-657000000.0,-33000000.0,-642000000.0,-642000000.0,0.0,0.0,18000000.0,18000000.0,-1620000000.0,1638000000.0,-771000000.0,-771000000.0,31000000.0,60000000.0,-28000000.0,-28000000.0,,,-772000000.0,1510000000.0,1510000000.0,223000000.0,-75000000.0,16000000.0,-44000000.0,273000000.0,181000000.0,181000000.0,,102000000.0,-10000000.0,-10000000.0,-14000000.0,-248000000.0,-248000000.0,65000000.0,193000000.0,193000000.0,596000000.0,-186000000.0,-228000000.0,40000000.0,2000000.0,694000000.0,Energy
KMI,2025-03-31,0.0,0.2,1755000000.0,,,717000000.0,610000000.0,2086000000.0,1755000000.0,1145000000.0,-451000000.0,717000000.0,717000000.0,3096000000.0,1145000000.0,2222000000.0,2222000000.0,0.32,0.32,713000000.0,713000000.0,4000000.0,717000000.0,-26000000.0,743000000.0,743000000.0,186000000.0,929000000.0,235000000.0,15000000.0,,,220000000.0,-451000000.0,451000000.0,1145000000.0,1010000000.0,,112000000.0,187000000.0,187000000.0,187000000.0,2155000000.0,2086000000.0,4241000000.0,4196000000.0,2222058215.0,2222058215.0,32819000000.0,32899000000.0,8653000000.0,63504000000.0,-3199000000.0,8653000000.0,30605000000.0,60460000000.0,31926000000.0,1321000000.0,30605000000.0,-109000000.0,-109000000.0,-10558000000.0,41250000000.0,22000000.0,22000000.0,40392000000.0,34614000000.0,2416000000.0,110000000.0,2233000000.0,2233000000.0,29855000000.0,29855000000.0,5778000000.0,947000000.0,3044000000.0,3044000000.0,3044000000.0,1787000000.0,339000000.0,339000000.0,1448000000.0,202000000.0,1246000000.0,72318000000.0,69739000000.0,1209000000.0,7877000000.0,,21952000000.0,1868000000.0,20084000000.0,38701000000.0,,,,,,2579000000.0,231000000.0,,215000000.0,577000000.0,1476000000.0,1476000000.0,80000000.0,80000000.0,396000000.0,0.0,-1847000000.0,2876000000.0,-766000000.0,657000000.0,3000000.0,295000000.0,214000000.0,81000000.0,333000000.0,333000000.0,-54000000.0,-642000000.0,-642000000.0,0.0,0.0,1029000000.0,1029000000.0,-1847000000.0,2876000000.0,-1414000000.0,-1414000000.0,-3000000.0,45000000.0,-42000000.0,-42000000.0,-648000000.0,-648000000.0,-766000000.0,1162000000.0,1162000000.0,185000000.0,-310000000.0,-24000000.0,24000000.0,-333000000.0,-206000000.0,-206000000.0,-127000000.0,-57000000.0,-70000000.0,-70000000.0,-22000000.0,45000000.0,45000000.0,-94000000.0,167000000.0,167000000.0,610000000.0,-139000000.0,-220000000.0,82000000.0,-1000000.0,743000000.0,Energy
KMI,2025-06-30,0.0,0.193,1759000000.0,,,715000000.0,616000000.0,1827000000.0,1759000000.0,1143000000.0,-452000000.0,715000000.0,715000000.0,2899000000.0,1152000000.0,2222000000.0,2222000000.0,0.32,0.32,711000000.0,711000000.0,4000000.0,715000000.0,-27000000.0,742000000.0,742000000.0,177000000.0,919000000.0,228000000.0,22000000.0,,,206000000.0,-452000000.0,452000000.0,1143000000.0,1072000000.0,,111000000.0,188000000.0,188000000.0,188000000.0,2215000000.0,1827000000.0,4042000000.0,3994000000.0,2222067557.0,2222067557.0,32467000000.0,32549000000.0,8868000000.0,63319000000.0,-1147000000.0,8868000000.0,30770000000.0,62531000000.0,32081000000.0,1311000000.0,30770000000.0,-24000000.0,-24000000.0,-10497000000.0,41269000000.0,22000000.0,22000000.0,40290000000.0,36657000000.0,2369000000.0,110000000.0,2417000000.0,2417000000.0,31761000000.0,31761000000.0,3633000000.0,802000000.0,788000000.0,788000000.0,788000000.0,2043000000.0,530000000.0,530000000.0,1513000000.0,212000000.0,1301000000.0,72371000000.0,69885000000.0,1311000000.0,7854000000.0,,21902000000.0,1818000000.0,20084000000.0,38818000000.0,,,,,,2486000000.0,276000000.0,,115000000.0,560000000.0,1453000000.0,1453000000.0,82000000.0,82000000.0,1002000000.0,0.0,-4063000000.0,3647000000.0,-647000000.0,269000000.0,35000000.0,197000000.0,295000000.0,-98000000.0,-1122000000.0,-1122000000.0,-52000000.0,-654000000.0,-654000000.0,0.0,0.0,-416000000.0,-416000000.0,-4063000000.0,3647000000.0,-625000000.0,-625000000.0,-646000000.0,47000000.0,-27000000.0,-27000000.0,,,-647000000.0,1649000000.0,1649000000.0,212000000.0,228000000.0,-6000000.0,-10000000.0,202000000.0,188000000.0,188000000.0,14000000.0,4000000.0,10000000.0,10000000.0,20000000.0,22000000.0,22000000.0,-9000000.0,160000000.0,160000000.0,616000000.0,-300000000.0,-206000000.0,-93000000.0,-1000000.0,742000000.0,Energy
KMI,2025-09-30,0.0,0.22,1672000000.0,,,628000000.0,609000000.0,2004000000.0,1672000000.0,1063000000.0,-456000000.0,628000000.0,628000000.0,3083000000.0,1063000000.0,2224000000.0,2224000000.0,0.28,0.28,624000000.0,624000000.0,4000000.0,628000000.0,-26000000.0,654000000.0,654000000.0,185000000.0,839000000.0,232000000.0,11000000.0,,,221000000.0,-456000000.0,456000000.0,1063000000.0,1079000000.0,-1000000.0,111000000.0,183000000.0,183000000.0,183000000.0,2142000000.0,2004000000.0,4146000000.0,4098000000.0,2224753580.0,2224753580.0,32399000000.0,32470000000.0,8882000000.0,63210000000.0,-1420000000.0,8882000000.0,30740000000.0,62129000000.0,32033000000.0,1293000000.0,30740000000.0,-14000000.0,-14000000.0,-10523000000.0,41255000000.0,22000000.0,22000000.0,40283000000.0,36437000000.0,2333000000.0,110000000.0,2605000000.0,2605000000.0,31389000000.0,31389000000.0,3846000000.0,817000000.0,1081000000.0,1081000000.0,1081000000.0,1948000000.0,362000000.0,362000000.0,1586000000.0,291000000.0,1295000000.0,72316000000.0,69890000000.0,1264000000.0,7747000000.0,,21858000000.0,1774000000.0,20084000000.0,39021000000.0,,,,,,2426000000.0,289000000.0,,62000000.0,560000000.0,1444000000.0,1444000000.0,71000000.0,71000000.0,621000000.0,0.0,-2000000000.0,1911000000.0,-793000000.0,612000000.0,5000000.0,133000000.0,197000000.0,-64000000.0,-815000000.0,-815000000.0,-72000000.0,-654000000.0,-654000000.0,0.0,0.0,-89000000.0,-89000000.0,-2000000000.0,1911000000.0,-663000000.0,-663000000.0,-13000000.0,177000000.0,-34000000.0,-34000000.0,,,-793000000.0,1414000000.0,1414000000.0,188000000.0,-53000000.0,4000000.0,-1000000.0,-61000000.0,-163000000.0,-163000000.0,102000000.0,23000000.0,79000000.0,79000000.0,-3000000.0,8000000.0,8000000.0,28000000.0,185000000.0,185000000.0,609000000.0,-197000000.0,-221000000.0,25000000.0,-1000000.0,654000000.0,Energy
KMI,2025-12-31,,,,,,,,,,,,,,,,2225000000.0,2225000000.0,0.45,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Energy
