symbol,report_date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Average Dilution Earnings,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Pretax Income,Other Income Expense,Special Income Charges,Gain On Sale Of Ppe,Other Special Charges,Restructuring And Mergern Acquisition,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Taxes,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Selling General And Administration,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Line Of Credit,Payables And Accrued Expenses,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investments And Advances,Long Term Equity Investment,Investment Properties,Net PPE,Gross PPE,Other Properties,Current Assets,Restricted Cash,Inventory,Finished Goods,Receivables,Receivables Adjustments Allowances,Other Receivables,Duefrom Related Parties Current,Notes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Interest Paid Supplemental Data,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Dividends Received Cfi,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Net Business Purchase And Sale,Purchase Of Business,Capital Expenditure Reported,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Dividend Received Cfo,Change In Working Capital,Change In Other Current Liabilities,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Prepaid Assets,Other Non Cash Items,Stock Based Compensation,Provisionand Write Offof Assets,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Earnings Losses From Equity Investments,Gain Loss On Investment Securities,Gain Loss On Sale Of Business,Net Income From Continuing Operations,sector
ESS,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,-807000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129391000.0,129391000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.0,,,,50005000.0,,,,,,,,,,8000.0,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Real Estate
ESS,2024-09-30,9248190.0,0.21,287119000.0,44039000.0,44039000.0,118424000.0,146439000.0,146402000.0,331158000.0,184719000.0,-47783000.0,59232000.0,11449000.0,83633190.0,118424000.0,321467000.0,128790000.0,64271459.0,64227662.0,1.84,1.84,118424000.0,,118424000.0,118424000.0,-7063000.0,125487000.0,125487000.0,125487000.0,44039000.0,0.0,0.0,,0.0,44039000.0,-47783000.0,59232000.0,11449000.0,129231000.0,175506000.0,-441000.0,146439000.0,146439000.0,29067000.0,29067000.0,29067000.0,304296000.0,146402000.0,450698000.0,450698000.0,64267485.0,64267485.0,6294643000.0,6419441000.0,5433836000.0,11799767000.0,-14302000.0,5433836000.0,53510000.0,5433836000.0,11791882000.0,5662337000.0,228501000.0,5433836000.0,18174000.0,18174000.0,-1255608000.0,6671264000.0,6000.0,6000.0,6985110000.0,6540857000.0,129301000.0,6411556000.0,53510000.0,6358046000.0,444253000.0,1214000.0,7885000.0,7885000.0,7885000.0,435154000.0,435154000.0,23185000.0,165613000.0,246356000.0,12647447000.0,12217496000.0,78436000.0,1007252000.0,1007252000.0,11079338000.0,52470000.0,52470000.0,52470000.0,429951000.0,8975000.0,74148000.0,74148000.0,200295000.0,-592000.0,22175000.0,,170011000.0,8701000.0,146533000.0,75245000.0,71288000.0,279646000.0,0.0,-628462000.0,711916000.0,-36553000.0,56143000.0,80263000.0,64151000.0,16112000.0,-78713000.0,-78713000.0,-16207000.0,11351000.0,-157311000.0,-157311000.0,0.0,0.0,83454000.0,83454000.0,-628462000.0,711916000.0,-221374000.0,-221374000.0,24797000.0,0.0,14743000.0,14836000.0,-93000.0,-223188000.0,0.0,-223188000.0,-1173000.0,-1173000.0,-36553000.0,316199000.0,316199000.0,13603000.0,78967000.0,349000.0,59909000.0,59909000.0,59909000.0,18709000.0,-1035000.0,1849000.0,-182000.0,146439000.0,146439000.0,-48929000.0,-11649000.0,-5697000.0,-31583000.0,125487000.0,Real Estate
ESS,2024-12-31,48642510.0,0.21,36778000.0,231631000.0,231631000.0,257453000.0,148435000.0,388822000.0,268409000.0,119974000.0,-58585000.0,61244000.0,2659000.0,74464510.0,257453000.0,568785000.0,304496000.0,64310423.0,64270342.0,4.0,4.01,257453000.0,,257453000.0,257453000.0,-44240000.0,301693000.0,58730000.0,58730000.0,231631000.0,175579000.0,175583000.0,,4000.0,56052000.0,-58585000.0,61244000.0,2659000.0,-114316000.0,179963000.0,270000.0,148435000.0,148435000.0,31528000.0,31528000.0,31528000.0,65647000.0,388822000.0,454469000.0,454469000.0,64280466.0,64280466.0,6534822000.0,6654090000.0,5537046000.0,12138663000.0,-178136000.0,5537046000.0,52473000.0,5537046000.0,12000718000.0,5751239000.0,214193000.0,5537046000.0,24655000.0,24655000.0,-1155662000.0,6668047000.0,6000.0,6000.0,7176120000.0,6645638000.0,129493000.0,6516145000.0,52473000.0,6463672000.0,530482000.0,,137945000.0,137945000.0,137945000.0,392537000.0,392537000.0,14347000.0,165443000.0,212747000.0,12927359000.0,12575013000.0,96861000.0,935014000.0,935014000.0,11491582000.0,51556000.0,51556000.0,51556000.0,352346000.0,9051000.0,,,206706000.0,-529000.0,89462000.0,,108538000.0,9235000.0,136589000.0,69794000.0,66795000.0,179464000.0,-296000.0,-485480000.0,614747000.0,-38860000.0,58831000.0,75846000.0,80263000.0,-4417000.0,-93386000.0,-93386000.0,-64862000.0,0.0,-157495000.0,-157495000.0,-296000.0,-296000.0,129267000.0,129267000.0,-485480000.0,614747000.0,-129355000.0,-129355000.0,-71249000.0,34003000.0,3151000.0,3725000.0,-574000.0,-27304000.0,247286000.0,-274590000.0,-29096000.0,-29096000.0,-38860000.0,218324000.0,218324000.0,27772000.0,-31419000.0,-175000.0,-40080000.0,-40080000.0,-40080000.0,8836000.0,-1432000.0,1808000.0,-63000.0,148435000.0,148435000.0,-228470000.0,-14539000.0,-173285000.0,-40646000.0,301693000.0,Real Estate
ESS,2025-03-31,26251470.0,0.21,387817000.0,125007000.0,125007000.0,203110000.0,151287000.0,64763000.0,512824000.0,361537000.0,-58443000.0,62732000.0,4289000.0,104354470.0,203110000.0,232342000.0,257081000.0,64349899.0,64314899.0,3.16,3.16,203110000.0,,203110000.0,203110000.0,-9668000.0,212778000.0,298805000.0,298805000.0,125007000.0,110268000.0,111030000.0,762000.0,0.0,14739000.0,-58443000.0,62732000.0,4289000.0,232241000.0,167579000.0,-163000.0,151287000.0,151287000.0,16292000.0,16292000.0,16292000.0,399820000.0,64763000.0,464583000.0,464583000.0,64358097.0,64358097.0,6691517000.0,6844401000.0,5570001000.0,12360253000.0,2180000.0,5570001000.0,54149000.0,5570001000.0,12360253000.0,5779951000.0,209950000.0,5570001000.0,15620000.0,15620000.0,-1117971000.0,6672346000.0,6000.0,6000.0,7406307000.0,6978715000.0,134314000.0,6844401000.0,54149000.0,6790252000.0,427592000.0,641000.0,,,0.0,426951000.0,426951000.0,20679000.0,173678000.0,232594000.0,13186258000.0,12756486000.0,94263000.0,906686000.0,906686000.0,11702186000.0,53351000.0,53351000.0,53351000.0,429772000.0,9127000.0,112173000.0,112173000.0,133724000.0,-526000.0,17963000.0,5344000.0,102254000.0,8689000.0,174748000.0,76013000.0,98735000.0,253589000.0,,-759204000.0,949313000.0,-27914000.0,61250000.0,107862000.0,75846000.0,32016000.0,17826000.0,17826000.0,-20825000.0,6028000.0,-157486000.0,-157486000.0,,,190109000.0,190109000.0,-759204000.0,949313000.0,-267313000.0,-267313000.0,1944000.0,8000000.0,-6293000.0,13000.0,-6306000.0,-239116000.0,125997000.0,-365113000.0,-3934000.0,-3934000.0,-27914000.0,281503000.0,281503000.0,13709000.0,27334000.0,-1047000.0,25385000.0,25385000.0,25385000.0,2996000.0,-1844000.0,1958000.0,-3000.0,151287000.0,151287000.0,-123716000.0,-13209000.0,-110939000.0,-330000.0,212778000.0,Real Estate
ESS,2025-06-30,28606620.0,0.21,312067000.0,136222000.0,136222000.0,221362000.0,151501000.0,147417000.0,448289000.0,296788000.0,-58454000.0,65262000.0,6808000.0,113746620.0,221362000.0,316075000.0,279700000.0,64407613.0,64385988.0,3.44,3.44,221362000.0,,221362000.0,221362000.0,-10164000.0,231526000.0,231526000.0,231526000.0,136222000.0,126174000.0,126174000.0,,0.0,10048000.0,-58454000.0,65262000.0,6808000.0,153758000.0,168658000.0,,151501000.0,151501000.0,17157000.0,17157000.0,17157000.0,322416000.0,147417000.0,469833000.0,469833000.0,64403865.0,64403865.0,6700775000.0,6812720000.0,5635249000.0,12394703000.0,-418963000.0,5635249000.0,53266000.0,5635249000.0,12029703000.0,5838836000.0,203587000.0,5635249000.0,11675000.0,11675000.0,-1062146000.0,6685714000.0,6000.0,6000.0,7342654000.0,6587896000.0,140176000.0,6447720000.0,53266000.0,6394454000.0,754758000.0,234000.0,365000000.0,365000000.0,365000000.0,389524000.0,389524000.0,27069000.0,173747000.0,188708000.0,13181490000.0,12845695000.0,82160000.0,895821000.0,895821000.0,11815195000.0,52519000.0,52519000.0,52519000.0,335795000.0,9205000.0,47653000.0,47653000.0,138096000.0,-540000.0,18705000.0,5882000.0,105163000.0,8886000.0,140841000.0,82162000.0,58679000.0,179593000.0,,-2075020000.0,2044880000.0,-36536000.0,,67884000.0,107862000.0,-39978000.0,-203330000.0,-203330000.0,-10654000.0,2902000.0,-165438000.0,-165438000.0,,,-30140000.0,-30140000.0,-2075020000.0,2044880000.0,-52777000.0,-52777000.0,10728000.0,10000000.0,-3587000.0,175000.0,-3762000.0,-28589000.0,238158000.0,-266747000.0,-4793000.0,-4793000.0,-36536000.0,216129000.0,216129000.0,15649000.0,-46380000.0,-650000.0,-44742000.0,-44742000.0,-44742000.0,-988000.0,-782000.0,2244000.0,14000.0,151501000.0,151501000.0,-137643000.0,-8977000.0,-128666000.0,0.0,231526000.0,Real Estate
ESS,2025-09-30,17098620.0,0.21,307451000.0,81422000.0,81422000.0,164621000.0,151489000.0,155652000.0,388873000.0,237384000.0,-58760000.0,64660000.0,5900000.0,100297620.0,164621000.0,323241000.0,210399000.0,64418240.0,64404008.0,2.56,2.56,164621000.0,0.0,164621000.0,164621000.0,-8103000.0,172724000.0,172724000.0,172724000.0,81422000.0,-25000.0,,,25000.0,81447000.0,-58760000.0,64660000.0,5900000.0,150062000.0,167589000.0,-1958000.0,151489000.0,151489000.0,18058000.0,18058000.0,18058000.0,317651000.0,155652000.0,473303000.0,473303000.0,64404022.0,64404022.0,6595950000.0,6714314000.0,5631316000.0,12293225000.0,-322012000.0,5631316000.0,52405000.0,5631316000.0,12048225000.0,5831273000.0,199957000.0,5631316000.0,7856000.0,7856000.0,-1063135000.0,6686589000.0,6000.0,6000.0,7318968000.0,6615969000.0,146655000.0,6469314000.0,52405000.0,6416909000.0,702999000.0,,245000000.0,245000000.0,245000000.0,457999000.0,457999000.0,33484000.0,173770000.0,250745000.0,13150241000.0,12769254000.0,80853000.0,808238000.0,808238000.0,11828481000.0,51682000.0,51682000.0,51682000.0,380987000.0,9284000.0,,,221628000.0,-590000.0,18210000.0,6507000.0,188457000.0,9044000.0,150075000.0,84116000.0,65959000.0,306229000.0,,-2893810000.0,2794964000.0,-36360000.0,,75243000.0,67884000.0,7359000.0,-281531000.0,-281531000.0,-17095000.0,0.0,-165590000.0,-165590000.0,,,-98846000.0,-98846000.0,-2893810000.0,2794964000.0,-53699000.0,-53699000.0,-80476000.0,96014000.0,-200000.0,220000.0,-420000.0,-10380000.0,145791000.0,-156171000.0,-22297000.0,-22297000.0,-36360000.0,342589000.0,342589000.0,34767000.0,60498000.0,-617000.0,59952000.0,59952000.0,59952000.0,1163000.0,2375000.0,2462000.0,50000.0,151489000.0,151489000.0,-81776000.0,-17798000.0,-63978000.0,0.0,172724000.0,Real Estate
