symbol,report_date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Other Taxes,Selling General And Administration,General And Administrative Expense,Other Gand A,Insurance And Claims,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Pensionand Other Post Retirement Benefit Plans Current,Payables And Accrued Expenses,Current Accrued Expenses,Payables,Total Tax Payable,Income Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Net PPE,Accumulated Depreciation,Gross PPE,Leases,Other Properties,Land And Improvements,Current Assets,Other Current Assets,Receivables,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Other Non Cash Items,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Gain Loss On Sale Of PPE,Net Income From Continuing Operations,sector
ODFL,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,,25967000.0,25967000.0,,,,,,,,,,,,,,,,,,,,30271000.0,,,,,,,,,,,,,,,,,,,,,,,,-30000000.0,0.0,,,,,,,,,,,,,,,,Industrials
ODFL,2024-09-30,0.0,0.234,489781000.0,308580000.0,86668000.0,955022000.0,489781000.0,403113000.0,1756000.0,19000.0,1775000.0,308580000.0,308580000.0,1068350000.0,401861000.0,215227000.0,214089000.0,1.43,1.44,308580000.0,308580000.0,308580000.0,308580000.0,308580000.0,94514000.0,403094000.0,-523000.0,-523000.0,1756000.0,19000.0,1775000.0,401861000.0,113328000.0,3290000.0,36733000.0,73305000.0,73305000.0,56096000.0,17209000.0,515189000.0,955022000.0,1470211000.0,1457108000.0,213794691.0,213794691.0,,59985000.0,4175740000.0,4235725000.0,181479000.0,4175740000.0,4175740000.0,4215725000.0,4175740000.0,4175740000.0,3967376000.0,186985000.0,21379000.0,21379000.0,1250091000.0,696511000.0,281708000.0,374818000.0,374818000.0,39985000.0,39985000.0,553580000.0,20000000.0,20000000.0,20000000.0,283817000.0,249763000.0,139349000.0,110414000.0,11135000.0,11135000.0,99279000.0,5425831000.0,4690772000.0,265019000.0,4425753000.0,-2270948000.0,6696701000.0,14914000.0,3402080000.0,3279707000.0,735059000.0,84215000.0,576681000.0,20135000.0,10800000.0,545746000.0,-9563000.0,555309000.0,74163000.0,,74163000.0,203715000.0,-187659000.0,0.0,,-242761000.0,74163000.0,74304000.0,-141000.0,-245177000.0,-245177000.0,-1896000.0,-55622000.0,-55622000.0,-187659000.0,-187659000.0,0.0,0.0,0.0,,-201440000.0,-201440000.0,,30000000.0,30000000.0,0.0,-231440000.0,11321000.0,-242761000.0,446476000.0,446476000.0,35637000.0,6525000.0,,,86668000.0,86668000.0,-3160000.0,-3160000.0,308580000.0,Industrials
ODFL,2024-12-31,0.0,0.214906,424010000.0,263144000.0,88810000.0,919515000.0,424010000.0,335200000.0,1878000.0,25000.0,1903000.0,263144000.0,263144000.0,1051809000.0,334020000.0,214399000.0,213289000.0,1.23,1.23,263144000.0,263144000.0,263144000.0,263144000.0,263144000.0,72031000.0,335175000.0,-723000.0,-723000.0,1878000.0,25000.0,1903000.0,334020000.0,132294000.0,6465000.0,35837000.0,89992000.0,89992000.0,50177000.0,39815000.0,466314000.0,919515000.0,1385829000.0,1426002000.0,212984747.0,212984747.0,,59987000.0,4244588000.0,4304575000.0,180154000.0,4244588000.0,4244588000.0,4284575000.0,4244588000.0,4244588000.0,3995209000.0,228081000.0,21298000.0,21298000.0,1246807000.0,706278000.0,284361000.0,381930000.0,381930000.0,39987000.0,39987000.0,540529000.0,20000000.0,20000000.0,20000000.0,285421000.0,235108000.0,143289000.0,91819000.0,,,91819000.0,5491395000.0,4770712000.0,265281000.0,4505431000.0,-2325971000.0,6831402000.0,14919000.0,3452782000.0,3363701000.0,720683000.0,84316000.0,527691000.0,21135000.0,5002000.0,501554000.0,-9272000.0,510826000.0,108676000.0,,108676000.0,230140000.0,-182522000.0,0.0,,-170919000.0,108676000.0,74163000.0,34513000.0,-199601000.0,-199601000.0,38333000.0,-55412000.0,-55412000.0,-182522000.0,-182522000.0,0.0,0.0,0.0,,-166945000.0,-166945000.0,,0.0,0.0,0.0,-166945000.0,3974000.0,-170919000.0,401059000.0,401059000.0,36527000.0,-4344000.0,7114000.0,7114000.0,88810000.0,88810000.0,-1541000.0,-1541000.0,263144000.0,Industrials
ODFL,2025-03-31,0.0,0.248,427781000.0,254660000.0,89135000.0,924772000.0,427781000.0,338646000.0,1660000.0,2000.0,1662000.0,254660000.0,254660000.0,1036803000.0,338055000.0,213484000.0,212402000.0,1.19,1.2,254660000.0,254660000.0,254660000.0,254660000.0,254660000.0,83984000.0,338644000.0,-1071000.0,-1071000.0,1660000.0,2000.0,1662000.0,338055000.0,112031000.0,8265000.0,35603000.0,68163000.0,68163000.0,50683000.0,17480000.0,450086000.0,924772000.0,1374858000.0,1360839000.0,211929275.0,211929275.0,,59990000.0,4235324000.0,4295314000.0,177031000.0,4235324000.0,4235324000.0,4275314000.0,4235324000.0,4235324000.0,3987555000.0,226576000.0,21193000.0,21193000.0,1255970000.0,698617000.0,276697000.0,381930000.0,381930000.0,39990000.0,39990000.0,557353000.0,20000000.0,20000000.0,20000000.0,233260000.0,304093000.0,142574000.0,161519000.0,77279000.0,77279000.0,84240000.0,5491294000.0,4756910000.0,259549000.0,4497361000.0,-2342456000.0,6839817000.0,14919000.0,3416507000.0,3408391000.0,734384000.0,68644000.0,568542000.0,22958000.0,0.0,545584000.0,-9509000.0,555093000.0,97198000.0,,97198000.0,248370000.0,-201077000.0,,,-88149000.0,97198000.0,108676000.0,-11478000.0,-265080000.0,-265080000.0,-4508000.0,-59495000.0,-59495000.0,-201077000.0,-201077000.0,,,,,-82917000.0,-82917000.0,,,,,-82917000.0,5232000.0,-88149000.0,336519000.0,336519000.0,-16399000.0,7384000.0,,,89135000.0,89135000.0,1739000.0,1739000.0,254660000.0,Industrials
ODFL,2025-06-30,0.0,0.248,447887000.0,268626000.0,90665000.0,933757000.0,447887000.0,357222000.0,678000.0,6000.0,684000.0,268626000.0,268626000.0,1049829000.0,357895000.0,212164000.0,211083000.0,1.27,1.27,268626000.0,268626000.0,268626000.0,268626000.0,268626000.0,88590000.0,357216000.0,-1357000.0,-1357000.0,678000.0,6000.0,684000.0,357895000.0,116072000.0,11323000.0,34983000.0,69766000.0,69766000.0,50972000.0,18794000.0,473967000.0,933757000.0,1407724000.0,1395112000.0,210595766.0,210595766.0,145935000.0,169992000.0,4230631000.0,4400623000.0,191280000.0,4230631000.0,4230631000.0,4380623000.0,4230631000.0,4230631000.0,3980946000.0,228625000.0,21060000.0,21060000.0,1320465000.0,813602000.0,281680000.0,381930000.0,381930000.0,149992000.0,149992000.0,506863000.0,20000000.0,20000000.0,,256771000.0,230092000.0,144417000.0,85675000.0,,,85675000.0,5551096000.0,4852953000.0,262517000.0,4590436000.0,-2376745000.0,6967181000.0,14959000.0,3459878000.0,3492344000.0,698143000.0,88153000.0,585933000.0,21327000.0,34140000.0,530466000.0,-9366000.0,539832000.0,24057000.0,,24057000.0,98683000.0,-223507000.0,,,-187164000.0,24057000.0,97198000.0,-73141000.0,-173754000.0,-173754000.0,-1215000.0,-59032000.0,-59032000.0,-223507000.0,-223507000.0,,,,,-185234000.0,-185234000.0,,,,,-185334000.0,1830000.0,-187164000.0,285847000.0,285847000.0,-82689000.0,7649000.0,,,90665000.0,90665000.0,1596000.0,1596000.0,268626000.0,Industrials
ODFL,2025-09-30,0.0,0.248,452525000.0,270947000.0,92220000.0,927712000.0,452525000.0,360305000.0,555000.0,4000.0,559000.0,270947000.0,270947000.0,1045667000.0,360844000.0,210898000.0,209850000.0,1.28,1.29,270947000.0,270947000.0,270947000.0,270947000.0,270947000.0,89354000.0,360301000.0,-1098000.0,-1098000.0,555000.0,4000.0,559000.0,360844000.0,117955000.0,9927000.0,34582000.0,73446000.0,73446000.0,54643000.0,18803000.0,478799000.0,927712000.0,1406511000.0,1394338000.0,209425614.0,209425614.0,38401000.0,84993000.0,4263196000.0,4348189000.0,112448000.0,4263196000.0,4263196000.0,4328189000.0,4263196000.0,4263196000.0,4010661000.0,231592000.0,20943000.0,20943000.0,1253435000.0,702077000.0,282604000.0,354480000.0,354480000.0,64993000.0,64993000.0,551358000.0,20000000.0,20000000.0,,282398000.0,248960000.0,147196000.0,101764000.0,19841000.0,19841000.0,81923000.0,5516631000.0,4852825000.0,267200000.0,4585625000.0,-2407885000.0,6993510000.0,15646000.0,3453709000.0,3524155000.0,663806000.0,77089000.0,540125000.0,21155000.0,0.0,518970000.0,-9106000.0,528076000.0,46592000.0,,46592000.0,343529000.0,-180841000.0,0.0,-85000000.0,-93945000.0,46592000.0,24057000.0,22535000.0,-324847000.0,-324847000.0,-324000.0,-58682000.0,-58682000.0,-180841000.0,-180841000.0,-85000000.0,-85000000.0,0.0,-85000000.0,-90092000.0,-90092000.0,0.0,0.0,,0.0,-90092000.0,3853000.0,-93945000.0,437474000.0,437474000.0,91533000.0,7540000.0,,,92220000.0,92220000.0,2684000.0,2684000.0,270947000.0,Industrials
