symbol,report_date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Earnings From Equity Interest,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Employee Benefits,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Liabilities,Current Deferred Revenue,Current Debt And Capital Lease Obligation,Current Debt,Other Current Borrowings,Payables And Accrued Expenses,Current Accrued Expenses,Interest Payable,Payables,Dividends Payable,Total Tax Payable,Income Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investments And Advances,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Receivables,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Dividends Received Cfi,Net Business Purchase And Sale,Purchase Of Business,Capital Expenditure Reported,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Dividend Received Cfo,Change In Working Capital,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Inventory,Change In Receivables,Other Non Cash Items,Stock Based Compensation,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Earnings Losses From Equity Investments,Net Income From Continuing Operations,sector
PHM,2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524042000.0,524042000.0,524042000.0,,,,,,,,,,,,,,,,,,,,,,,,21559000.0,,,,,,,,,,,,,,,,,5964000.0,364046000.0,,,,,,,,,,,,,,,,,,,,,,,,,1102000.0,,,,,,,,,,,,,,,,,Consumer Cyclical
PHM,2024-09-30,-1087612.860794,0.229842,933132000.0,-4732000.0,-4732000.0,697914000.0,22084000.0,3155873000.0,928400000.0,906316000.0,13628000.0,120000.0,13748000.0,701558387.139206,697914000.0,3584854000.0,208460000.0,206774000.0,3.35,3.38,697914000.0,697914000.0,697914000.0,697914000.0,697914000.0,208282000.0,906196000.0,1080000.0,3304000.0,-4732000.0,,4732000.0,2508000.0,13628000.0,120000.0,13748000.0,891488000.0,409395000.0,2498000.0,2498000.0,2498000.0,2498000.0,406897000.0,1300883000.0,3175459000.0,4476342000.0,4476342000.0,205375000.0,205375000.0,750115000.0,2147779000.0,11446481000.0,13711992000.0,11312594000.0,11446481000.0,,11564213000.0,13187899000.0,11564213000.0,11564213000.0,8149776000.0,3412383000.0,2054000.0,2054000.0,,5390880000.0,2024828000.0,,,401142000.0,401142000.0,1623686000.0,,1623686000.0,,3366052000.0,,597820000.0,597820000.0,524093000.0,524093000.0,524093000.0,2244139000.0,1539476000.0,,704663000.0,,,,704663000.0,16955093000.0,2276447000.0,1897985000.0,47708000.0,47708000.0,213022000.0,213022000.0,117732000.0,48802000.0,68930000.0,,,,,14678646000.0,24914000.0,57472000.0,,12641932000.0,12641932000.0,,,,,1954328000.0,556664000.0,1397664000.0,417172000.0,-320840000.0,-32165000.0,49000.0,-38748000.0,,,1455136000.0,1445966000.0,9170000.0,-404601000.0,-404601000.0,-9978000.0,-41667000.0,-41667000.0,-320840000.0,-320840000.0,-32116000.0,,-32116000.0,-32165000.0,49000.0,-42149000.0,-42149000.0,-2935000.0,5543000.0,-6009000.0,-6009000.0,-38748000.0,455920000.0,455920000.0,199000.0,-310561000.0,-71944000.0,82887000.0,82887000.0,82887000.0,-331666000.0,10162000.0,11937000.0,10163000.0,26692000.0,26692000.0,22084000.0,22084000.0,-2508000.0,-2508000.0,697914000.0,Consumer Cyclical
PHM,2024-12-31,-1335222.925305,0.227854,1212902000.0,-5860000.0,-5860000.0,913239000.0,24187000.0,3545402000.0,1207042000.0,1182855000.0,11091000.0,127000.0,11218000.0,917763777.074695,913239000.0,3765228000.0,206180000.0,204339000.0,4.43,4.47,913239000.0,913239000.0,913239000.0,913239000.0,913239000.0,269489000.0,1182728000.0,15071000.0,19307000.0,-5860000.0,0.0,5860000.0,1624000.0,11091000.0,127000.0,11218000.0,1156566000.0,198137000.0,2498000.0,2498000.0,2498000.0,2498000.0,195639000.0,1354703000.0,3567091000.0,4921794000.0,4921794000.0,202912881.0,202912881.0,532165000.0,2254513000.0,12006731000.0,14267456000.0,15082422000.0,12006731000.0,109021000.0,12121964000.0,14267456000.0,12121964000.0,12121964000.0,8694551000.0,3425384000.0,2029000.0,2029000.0,0.0,5241799000.0,3745820000.0,633948000.0,283255000.0,443566000.0,443566000.0,2254513000.0,109021000.0,2145492000.0,130538000.0,1495979000.0,102865000.0,512580000.0,512580000.0,,,,880534000.0,29095000.0,29095000.0,851439000.0,47442000.0,76002000.0,76002000.0,727995000.0,17363763000.0,785362000.0,52680000.0,55041000.0,55041000.0,215416000.0,215416000.0,115233000.0,46303000.0,68930000.0,346992000.0,-286800000.0,633792000.0,633792000.0,16578401000.0,27007000.0,40353000.0,1342278000.0,12665813000.0,12665813000.0,260041000.0,241695000.0,11733000.0,6613000.0,2242909000.0,629582000.0,1613327000.0,543130000.0,-320134000.0,-5373000.0,2814000.0,-24480000.0,,,1653680000.0,1455136000.0,198544000.0,-382940000.0,-382940000.0,-19100000.0,-41147000.0,-41147000.0,-320134000.0,-320134000.0,-2559000.0,,-2559000.0,-5373000.0,2814000.0,13874000.0,13874000.0,39124000.0,162000.0,-932000.0,-932000.0,-24480000.0,567610000.0,567610000.0,,-419976000.0,-123344000.0,-246345000.0,-246345000.0,-246345000.0,17856000.0,-68143000.0,1257000.0,15443000.0,35084000.0,35084000.0,24187000.0,24187000.0,933000.0,933000.0,913239000.0,Consumer Cyclical
PHM,2025-03-31,-1005720.0,0.232,710267000.0,-4335000.0,-4335000.0,522799000.0,24668000.0,2802739000.0,705932000.0,681264000.0,10135000.0,127000.0,10262000.0,526128280.0,522799000.0,3220744000.0,203664000.0,202063000.0,2.57,2.59,522799000.0,522799000.0,522799000.0,522799000.0,522799000.0,158338000.0,681137000.0,-904000.0,2929000.0,-4335000.0,,4335000.0,502000.0,10135000.0,127000.0,10262000.0,671906000.0,395704000.0,2367000.0,2367000.0,2367000.0,2367000.0,393337000.0,1067610000.0,2825040000.0,3892650000.0,3892650000.0,200565000.0,200565000.0,816857000.0,2052523000.0,12188105000.0,14353495000.0,11930253000.0,12188105000.0,,12300972000.0,13926644000.0,12300972000.0,12300972000.0,8846739000.0,3452228000.0,2005000.0,2005000.0,,5035574000.0,2087650000.0,,,461978000.0,461978000.0,1625672000.0,,1625672000.0,,2947924000.0,,541455000.0,541455000.0,426851000.0,426851000.0,426851000.0,1979618000.0,1297475000.0,,682143000.0,,,,682143000.0,17336546000.0,2458369000.0,2071683000.0,53032000.0,53032000.0,220787000.0,220787000.0,112867000.0,43937000.0,68930000.0,,,,,14878177000.0,,40219000.0,,12959499000.0,12959499000.0,,,,,1878459000.0,642793000.0,1235666000.0,104622000.0,-323422000.0,-2688000.0,,-29606000.0,3342000.0,69743000.0,1275885000.0,1653680000.0,-377795000.0,-472290000.0,-472290000.0,-303000.0,-45822000.0,-45822000.0,-323422000.0,-323422000.0,-102743000.0,-100055000.0,-2688000.0,-2688000.0,,-39733000.0,-39733000.0,-3448000.0,0.0,-6679000.0,-6679000.0,-29606000.0,134228000.0,134228000.0,1810000.0,-476663000.0,-71846000.0,-121023000.0,-121023000.0,-121023000.0,-270583000.0,-13211000.0,23576000.0,18127000.0,20413000.0,20413000.0,24668000.0,24668000.0,-502000.0,-502000.0,522799000.0,Consumer Cyclical
PHM,2025-06-30,-2790624.0,0.246,843687000.0,-11344000.0,-11344000.0,608483000.0,25046000.0,3182804000.0,832343000.0,807297000.0,9440000.0,141000.0,9581000.0,617036376.0,608483000.0,3598303000.0,200681000.0,199243000.0,3.03,3.05,608483000.0,608483000.0,608483000.0,608483000.0,608483000.0,198673000.0,807156000.0,-7736000.0,3199000.0,-11344000.0,,11344000.0,409000.0,9440000.0,141000.0,9581000.0,805452000.0,392754000.0,2301000.0,2301000.0,2301000.0,2301000.0,390453000.0,1198206000.0,3205549000.0,4403755000.0,4403755000.0,197599000.0,197599000.0,887264000.0,2121422000.0,12464376000.0,14696364000.0,12633554000.0,12464376000.0,,12574942000.0,14696364000.0,12574942000.0,12574942000.0,9107892000.0,3465074000.0,1976000.0,1976000.0,,5012869000.0,2581492000.0,,,460070000.0,460070000.0,2121422000.0,,2121422000.0,,2431377000.0,,520549000.0,520549000.0,,,,1910828000.0,1197964000.0,,712864000.0,,,,712864000.0,17587811000.0,2522880000.0,2178780000.0,51731000.0,51731000.0,181803000.0,181803000.0,110566000.0,41636000.0,68930000.0,,,,,15064931000.0,,33168000.0,,13216008000.0,13216008000.0,,,,,1815755000.0,581597000.0,1234158000.0,252973000.0,-300339000.0,-35024000.0,,-34532000.0,4746000.0,322543000.0,1267326000.0,1275885000.0,-8559000.0,-296615000.0,-296615000.0,-17052000.0,-44255000.0,-44255000.0,-300339000.0,-300339000.0,65031000.0,,-35024000.0,-35024000.0,,551000.0,551000.0,-3061000.0,39419000.0,-1275000.0,-1275000.0,-34532000.0,287505000.0,287505000.0,1250000.0,-377324000.0,-103412000.0,-72651000.0,-72651000.0,-72651000.0,-262458000.0,61197000.0,18228000.0,12846000.0,-615000.0,-615000.0,25046000.0,25046000.0,-409000.0,-409000.0,608483000.0,Consumer Cyclical
PHM,2025-09-30,-2567966.084388,0.236985,804629000.0,-10836000.0,-10836000.0,585834000.0,25835000.0,3216973000.0,793793000.0,767958000.0,11634000.0,170000.0,11804000.0,594102033.915612,585834000.0,3643489000.0,198141000.0,196536000.0,2.96,2.98,585834000.0,585834000.0,585834000.0,585834000.0,585834000.0,181954000.0,767788000.0,-5156000.0,3258000.0,-10836000.0,,10836000.0,2422000.0,11634000.0,170000.0,11804000.0,761310000.0,402982000.0,2301000.0,2301000.0,2301000.0,2301000.0,400681000.0,1164292000.0,3240507000.0,4404799000.0,4404799000.0,195170000.0,195170000.0,576029000.0,2027561000.0,12717772000.0,14853598000.0,12810432000.0,12717772000.0,,12826037000.0,14853598000.0,12826037000.0,12826037000.0,9346762000.0,3477322000.0,1953000.0,1953000.0,,5024942000.0,2517774000.0,,,490213000.0,490213000.0,2027561000.0,,2027561000.0,,2507168000.0,,470745000.0,470745000.0,,,,2036423000.0,1305319000.0,,731104000.0,,,,731104000.0,17850979000.0,2533379000.0,2196179000.0,49743000.0,49743000.0,179192000.0,179192000.0,108265000.0,39335000.0,68930000.0,,,,,15317600000.0,,28025000.0,,13351977000.0,13351977000.0,,,,,1937598000.0,486066000.0,1451532000.0,651126000.0,-300542000.0,-94134000.0,,-27263000.0,4816000.0,141288000.0,1479557000.0,1267326000.0,212231000.0,-441236000.0,-441236000.0,-2979000.0,-43581000.0,-43581000.0,-300542000.0,-300542000.0,-94134000.0,,-94134000.0,-94134000.0,,-24922000.0,-24922000.0,-2692000.0,6250000.0,-1217000.0,-1217000.0,-27263000.0,678389000.0,678389000.0,0.0,-2496000.0,-27749000.0,32542000.0,32542000.0,32542000.0,-102819000.0,95530000.0,27268000.0,12248000.0,32123000.0,32123000.0,25835000.0,25835000.0,-2422000.0,-2422000.0,585833000.0,Consumer Cyclical
