symbol,report_date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Gain On Sale Of Ppe,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables And Accrued Expenses,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investments And Advances,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Inventory,Receivables,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Purchase Of Business,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Other Current Liabilities,Change In Other Current Assets,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Tax Payable,Change In Income Tax Payable,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Gain Loss On Sale Of PPE,Net Income From Continuing Operations,sector
CSX,2024-06-30,,,,8000000.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51065000000.0,,,,,,,,,,,,,,,,,,,,,,,,-233000000.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,-8000000.0,-8000000.0,,Industrials
CSX,2024-09-30,0.0,0.244932,1806000000.0,0.0,0.0,894000000.0,416000000.0,2265000000.0,1806000000.0,1390000000.0,-206000000.0,206000000.0,894000000.0,894000000.0,2265000000.0,91000000.0,1354000000.0,,,,,894000000.0,894000000.0,894000000.0,894000000.0,894000000.0,290000000.0,1184000000.0,36000000.0,36000000.0,0.0,-1000000.0,,-206000000.0,206000000.0,1354000000.0,1354000000.0,2265000000.0,3619000000.0,3507000000.0,1928419153.0,1928419153.0,16897000000.0,19035000000.0,12387000000.0,31472000000.0,1008000000.0,12387000000.0,494000000.0,12931000000.0,31466000000.0,12936000000.0,5000000.0,12931000000.0,-269000000.0,-269000000.0,10457000000.0,815000000.0,1928000000.0,1928000000.0,30133000000.0,27564000000.0,505000000.0,7721000000.0,7721000000.0,19029000000.0,494000000.0,18535000000.0,309000000.0,2569000000.0,266000000.0,6000000.0,6000000.0,147000000.0,2150000000.0,2150000000.0,470000000.0,379000000.0,1301000000.0,43069000000.0,39492000000.0,795000000.0,2485000000.0,2485000000.0,544000000.0,,,35668000000.0,-16333000000.0,52001000000.0,,498000000.0,,,51503000000.0,3577000000.0,93000000.0,415000000.0,1413000000.0,385000000.0,1028000000.0,-17000000.0,1045000000.0,1656000000.0,12000000.0,1644000000.0,1061000000.0,-402000000.0,-552000000.0,550000000.0,-625000000.0,1644000000.0,1238000000.0,406000000.0,-606000000.0,-606000000.0,30000000.0,-232000000.0,-232000000.0,-402000000.0,-402000000.0,-2000000.0,-2000000.0,-552000000.0,550000000.0,-674000000.0,-674000000.0,-38000000.0,0.0,0.0,0.0,-18000000.0,-18000000.0,-618000000.0,7000000.0,-625000000.0,1686000000.0,1686000000.0,395000000.0,13000000.0,2000000.0,354000000.0,354000000.0,99000000.0,255000000.0,255000000.0,26000000.0,26000000.0,-24000000.0,5000000.0,5000000.0,416000000.0,416000000.0,1000000.0,1000000.0,894000000.0,Industrials
CSX,2024-12-31,-22772435.897436,0.21688,1670000000.0,-105000000.0,-105000000.0,733000000.0,422000000.0,2328000000.0,1565000000.0,1143000000.0,-122000000.0,207000000.0,815227564.102564,733000000.0,2278000000.0,95000000.0,1106000000.0,1921000000.0,1900189590.0,0.38,0.385751,733000000.0,733000000.0,733000000.0,733000000.0,733000000.0,203000000.0,936000000.0,-203000000.0,-98000000.0,-105000000.0,3000000.0,,-122000000.0,207000000.0,1261000000.0,1211000000.0,2328000000.0,3539000000.0,3410000000.0,1900189590.0,1900189590.0,17570000000.0,18989000000.0,12069000000.0,31005000000.0,-456000000.0,12069000000.0,486000000.0,12502000000.0,30399000000.0,12507000000.0,5000000.0,12502000000.0,-232000000.0,-232000000.0,9988000000.0,846000000.0,1900000000.0,1900000000.0,30257000000.0,26981000000.0,560000000.0,7725000000.0,7725000000.0,18383000000.0,486000000.0,17897000000.0,313000000.0,3276000000.0,243000000.0,606000000.0,606000000.0,149000000.0,2278000000.0,2278000000.0,480000000.0,508000000.0,1290000000.0,42764000000.0,39944000000.0,846000000.0,2520000000.0,2520000000.0,433000000.0,194000000.0,239000000.0,36145000000.0,-16533000000.0,52678000000.0,1069000000.0,27155000000.0,4732000000.0,2276000000.0,,2820000000.0,75000000.0,414000000.0,1326000000.0,330000000.0,996000000.0,-16000000.0,1012000000.0,1005000000.0,72000000.0,933000000.0,550000000.0,-1025000000.0,-2000000.0,0.0,-838000000.0,933000000.0,1644000000.0,-711000000.0,-1216000000.0,-1216000000.0,41000000.0,-230000000.0,,-1025000000.0,-1025000000.0,-2000000.0,-2000000.0,-2000000.0,0.0,-883000000.0,-883000000.0,-3000000.0,-56000000.0,10000000.0,-66000000.0,-2000000.0,-2000000.0,-822000000.0,16000000.0,-838000000.0,1388000000.0,1388000000.0,164000000.0,4000000.0,18000000.0,67000000.0,67000000.0,-62000000.0,129000000.0,129000000.0,75000000.0,75000000.0,-29000000.0,-7000000.0,-7000000.0,422000000.0,422000000.0,-3000000.0,-3000000.0,733000000.0,Industrials
CSX,2025-03-31,0.0,0.247086,1492000000.0,,,646000000.0,425000000.0,2382000000.0,1492000000.0,1067000000.0,-209000000.0,209000000.0,646000000.0,646000000.0,2382000000.0,87000000.0,1041000000.0,1892000000.0,1878545871.0,0.34,0.343883,646000000.0,646000000.0,646000000.0,646000000.0,646000000.0,212000000.0,858000000.0,26000000.0,26000000.0,,,,-209000000.0,209000000.0,1041000000.0,1041000000.0,2382000000.0,3423000000.0,3308000000.0,1878545871.0,1878545871.0,17987000000.0,19615000000.0,11740000000.0,31296000000.0,-401000000.0,11740000000.0,489000000.0,12170000000.0,30691000000.0,12175000000.0,5000000.0,12170000000.0,-227000000.0,-227000000.0,9655000000.0,864000000.0,1878000000.0,1878000000.0,31024000000.0,27603000000.0,535000000.0,7739000000.0,7739000000.0,19010000000.0,489000000.0,18521000000.0,319000000.0,3421000000.0,279000000.0,605000000.0,605000000.0,146000000.0,2391000000.0,2391000000.0,391000000.0,685000000.0,1315000000.0,43199000000.0,40179000000.0,868000000.0,2537000000.0,2537000000.0,430000000.0,,,36344000000.0,-16816000000.0,53160000000.0,,486000000.0,,,52674000000.0,3020000000.0,87000000.0,438000000.0,1348000000.0,337000000.0,1011000000.0,-19000000.0,1030000000.0,1147000000.0,8000000.0,1139000000.0,536000000.0,-751000000.0,-2000000.0,600000000.0,-719000000.0,1139000000.0,933000000.0,206000000.0,-402000000.0,-402000000.0,-4000000.0,-245000000.0,-245000000.0,-751000000.0,-751000000.0,598000000.0,598000000.0,-2000000.0,600000000.0,-647000000.0,-647000000.0,-18000000.0,67000000.0,67000000.0,,0.0,0.0,-696000000.0,23000000.0,-719000000.0,1255000000.0,1255000000.0,175000000.0,-46000000.0,-34000000.0,264000000.0,264000000.0,89000000.0,175000000.0,175000000.0,-9000000.0,-9000000.0,-4000000.0,13000000.0,13000000.0,425000000.0,425000000.0,,,646000000.0,Industrials
CSX,2025-06-30,0.0,0.241537,1732000000.0,,,829000000.0,427000000.0,2291000000.0,1732000000.0,1305000000.0,-212000000.0,212000000.0,829000000.0,829000000.0,2291000000.0,94000000.0,1283000000.0,1869000000.0,1864277014.0,0.44,0.444676,829000000.0,829000000.0,829000000.0,829000000.0,829000000.0,264000000.0,1093000000.0,22000000.0,22000000.0,,,,-212000000.0,212000000.0,1283000000.0,1283000000.0,2291000000.0,3574000000.0,3436000000.0,1864277014.0,1864277014.0,18779000000.0,19650000000.0,11935000000.0,31538000000.0,-678000000.0,11935000000.0,484000000.0,12372000000.0,30922000000.0,12377000000.0,5000000.0,12372000000.0,-224000000.0,-224000000.0,9850000000.0,882000000.0,1864000000.0,1864000000.0,30552000000.0,27569000000.0,513000000.0,7718000000.0,7718000000.0,19034000000.0,484000000.0,18550000000.0,304000000.0,2983000000.0,327000000.0,616000000.0,616000000.0,158000000.0,1882000000.0,1882000000.0,453000000.0,156000000.0,1273000000.0,42929000000.0,40624000000.0,889000000.0,2574000000.0,2574000000.0,437000000.0,,,36724000000.0,-17083000000.0,53807000000.0,,476000000.0,,,53331000000.0,2305000000.0,83000000.0,420000000.0,1409000000.0,375000000.0,1034000000.0,-20000000.0,1054000000.0,393000000.0,6000000.0,387000000.0,-141000000.0,-421000000.0,-1000000.0,0.0,-776000000.0,387000000.0,1139000000.0,-752000000.0,-580000000.0,-580000000.0,85000000.0,-243000000.0,-243000000.0,-421000000.0,-421000000.0,-1000000.0,-1000000.0,-1000000.0,0.0,-807000000.0,-807000000.0,-45000000.0,2000000.0,2000000.0,,-14000000.0,-14000000.0,-750000000.0,26000000.0,-776000000.0,635000000.0,635000000.0,-561000000.0,53000000.0,21000000.0,-608000000.0,-608000000.0,-71000000.0,-537000000.0,-537000000.0,-27000000.0,-27000000.0,-46000000.0,-14000000.0,-14000000.0,427000000.0,427000000.0,,,829000000.0,Industrials
CSX,2025-09-30,-37256124.721604,0.227171,1696000000.0,-164000000.0,-164000000.0,694000000.0,424000000.0,2336000000.0,1532000000.0,1108000000.0,-210000000.0,210000000.0,820743875.278396,694000000.0,2336000000.0,86000000.0,1087000000.0,1867000000.0,1864000000.0,0.37,0.37,694000000.0,694000000.0,694000000.0,694000000.0,694000000.0,204000000.0,898000000.0,-143000000.0,21000000.0,-164000000.0,,164000000.0,-210000000.0,210000000.0,1251000000.0,1251000000.0,2336000000.0,3587000000.0,3432000000.0,1862136956.0,1862136956.0,18550000000.0,19643000000.0,12483000000.0,31915000000.0,-455000000.0,12483000000.0,481000000.0,12753000000.0,31307000000.0,12758000000.0,5000000.0,12753000000.0,-220000000.0,-220000000.0,10191000000.0,920000000.0,1862000000.0,1862000000.0,30521000000.0,27555000000.0,500000000.0,7709000000.0,7709000000.0,19035000000.0,481000000.0,18554000000.0,311000000.0,2966000000.0,252000000.0,608000000.0,608000000.0,159000000.0,1947000000.0,1947000000.0,439000000.0,164000000.0,1344000000.0,43279000000.0,40768000000.0,896000000.0,2598000000.0,2598000000.0,270000000.0,190000000.0,80000000.0,37004000000.0,-17330000000.0,54334000000.0,,470000000.0,,,53864000000.0,2511000000.0,109000000.0,414000000.0,1370000000.0,365000000.0,1005000000.0,-19000000.0,1024000000.0,618000000.0,6000000.0,612000000.0,607000000.0,-112000000.0,-9000000.0,0.0,-730000000.0,612000000.0,387000000.0,225000000.0,-421000000.0,-421000000.0,-58000000.0,-242000000.0,-242000000.0,-112000000.0,-112000000.0,-9000000.0,-9000000.0,-9000000.0,0.0,-691000000.0,-691000000.0,22000000.0,3000000.0,3000000.0,,-1000000.0,-1000000.0,-715000000.0,15000000.0,-730000000.0,1337000000.0,1337000000.0,-81000000.0,-5000000.0,-19000000.0,-63000000.0,-63000000.0,83000000.0,-146000000.0,-146000000.0,6000000.0,6000000.0,-8000000.0,144000000.0,144000000.0,424000000.0,424000000.0,,,694000000.0,Industrials
CSX,2025-12-31,,,,,,,,,,,,,,,,,,1864000000.0,1862136956.0,0.386653,0.386653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Industrials
