symbol,report_date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Average Dilution Earnings,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Preferred Stock Dividends,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Earnings From Equity Interest Net Of Tax,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Selling General And Administration,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Preferred Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Preferred Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Gains Losses Not Affecting Retained Earnings,Other Equity Adjustments,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Preferred Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Employee Benefits,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Current Deferred Liabilities,Current Deferred Revenue,Current Debt And Capital Lease Obligation,Current Debt,Commercial Paper,Payables And Accrued Expenses,Current Accrued Expenses,Interest Payable,Payables,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investments And Advances,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Current Assets,Assets Held For Sale Current,Restricted Cash,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Free Cash Flow,Repayment Of Debt,Issuance Of Debt,Issuance Of Capital Stock,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Cash Dividends Paid,Preferred Stock Dividend Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Issuance,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Short Term Debt Payments,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Dividends Received Cfi,Net Investment Purchase And Sale,Sale Of Investment,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Net Business Purchase And Sale,Purchase Of Business,Capital Expenditure Reported,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Other Non Cash Items,Stock Based Compensation,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Gain Loss On Investment Securities,Net Income From Continuing Operations,sector
MAA,2024-06-30,,,,-23000.0,-23000.0,,,,,,,,,,,,,,,,0.0,,47000.0,,,,,,,,,,,-23000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-319000000.0,,,,,3181000.0,,,,,,,,,,,,,,81000000.0,,-400000000.0,,,,3801000.0,,,,,,,,,,,,,,,,,,,,Real Estate
MAA,2024-09-30,0.0,0.005657,308079000.0,,,115195000.0,146907000.0,375548000.0,308079000.0,161172000.0,-42726000.0,42726000.0,115195000.0,115195000.0,388276000.0,116820000.0,116820000.0,0.98,0.98,114220000.0,0.0,114220000.0,53000.0,922000.0,115195000.0,-3035000.0,118230000.0,118230000.0,454000.0,670000.0,118446000.0,-1678000.0,-1678000.0,,-42726000.0,42726000.0,162850000.0,12728000.0,12728000.0,12728000.0,12728000.0,175578000.0,375548000.0,551126000.0,551126000.0,867846.0,116880291.0,116880291.0,4825736000.0,4875968000.0,5971183000.0,10847151000.0,-1136790000.0,5971192000.0,,5971183000.0,9000.0,10357160000.0,6154112000.0,182920000.0,5971192000.0,-7359000.0,-7359000.0,-1458816000.0,7413674000.0,23693000.0,23684000.0,9000.0,5602140000.0,4385968000.0,,,4385968000.0,,4385968000.0,1216172000.0,,,490000000.0,490000000.0,490000000.0,726172000.0,726172000.0,,,,,,11756252000.0,11676870000.0,237525000.0,41693000.0,41693000.0,41693000.0,11397652000.0,79382000.0,15321000.0,13829000.0,50232000.0,50232000.0,215457000.0,-5000000.0,0.0,339000.0,-94081000.0,51736000.0,92000.0,64061000.0,76500000.0,-12439000.0,-217000.0,-217000.0,-1853000.0,-172703000.0,-922000.0,-171781000.0,339000.0,339000.0,174000000.0,174000000.0,174000000.0,0.0,0.0,0.0,-321760000.0,-321760000.0,11131000.0,60000.0,3246000.0,3246000.0,-241366000.0,0.0,-241366000.0,-750000.0,-750000.0,-94081000.0,309538000.0,309538000.0,31893000.0,-9520000.0,3123000.0,146907000.0,146907000.0,18905000.0,18905000.0,118230000.0,Real Estate
MAA,2024-12-31,560555.249212,0.010187,312507000.0,55028000.0,55028000.0,166646000.0,151060000.0,373364000.0,367535000.0,216475000.0,-44192000.0,44192000.0,112178555.249212,166646000.0,387436000.0,116892000.0,116828000.0,1.42,1.42,165887000.0,75000.0,165812000.0,-88000.0,922000.0,166646000.0,-4428000.0,171074000.0,171074000.0,546000.0,1755000.0,172283000.0,54079000.0,-949000.0,55028000.0,-44192000.0,44192000.0,162396000.0,14072000.0,14072000.0,14072000.0,14072000.0,176468000.0,373364000.0,549832000.0,549832000.0,867846.0,116883421.0,116883421.0,4937939000.0,5007048000.0,5964352000.0,10945309000.0,-792214000.0,5964361000.0,26091000.0,5964352000.0,9000.0,10695318000.0,6147664000.0,183303000.0,5964361000.0,-6940000.0,-6940000.0,-1469557000.0,7417453000.0,23405000.0,23396000.0,9000.0,5664705000.0,4807966000.0,27565000.0,23353000.0,4757048000.0,26091000.0,4730957000.0,856739000.0,64626000.0,64626000.0,250000000.0,250000000.0,250000000.0,542113000.0,95592000.0,35125000.0,446521000.0,181738000.0,139970000.0,124813000.0,11812369000.0,11747844000.0,232426000.0,41650000.0,41650000.0,41650000.0,11473768000.0,64525000.0,7764000.0,13743000.0,43018000.0,43018000.0,152611000.0,5000000.0,347095000.0,275000.0,-86516000.0,38381000.0,70000.0,56761000.0,64061000.0,-7300000.0,-72516000.0,-72516000.0,-7149000.0,-172737000.0,-922000.0,-171815000.0,275000.0,275000.0,107095000.0,-240000000.0,,347095000.0,0.0,347095000.0,-173911000.0,-173911000.0,-8000.0,43000.0,0.0,0.0,-86430000.0,84209000.0,-170639000.0,-1000000.0,-1000000.0,-86516000.0,239127000.0,239127000.0,-32791000.0,1262000.0,3393000.0,151060000.0,151060000.0,-54871000.0,-54871000.0,171074000.0,Real Estate
MAA,2025-03-31,399208.563529,0.005551,312749000.0,71911000.0,71911000.0,181673000.0,152520000.0,374281000.0,384660000.0,232140000.0,-45161000.0,45161000.0,110161208.563529,181673000.0,389900000.0,117092000.0,116840000.0,1.54,1.55,180751000.0,,180751000.0,,922000.0,181673000.0,-4733000.0,186406000.0,186406000.0,465000.0,1038000.0,186979000.0,72745000.0,834000.0,71911000.0,-45161000.0,45161000.0,159395000.0,15619000.0,15619000.0,15619000.0,15619000.0,175014000.0,374281000.0,549295000.0,549295000.0,867846.0,116916381.0,116916381.0,4986390000.0,5042166000.0,5974124000.0,11016290000.0,-852442000.0,5974133000.0,,5974124000.0,9000.0,10706299000.0,6157895000.0,183762000.0,5974133000.0,-6522000.0,-6522000.0,-1467858000.0,7422913000.0,25600000.0,25591000.0,9000.0,5654062000.0,4732166000.0,,,4732166000.0,,4732166000.0,921896000.0,,,310000000.0,310000000.0,310000000.0,611896000.0,611896000.0,,,,,,11811957000.0,11742503000.0,236639000.0,41790000.0,41790000.0,41790000.0,11464074000.0,69454000.0,0.0,13678000.0,55776000.0,55776000.0,123982000.0,,0.0,375000.0,-72636000.0,52393000.0,,69454000.0,56761000.0,12693000.0,-122520000.0,-122520000.0,-4866000.0,-178029000.0,-922000.0,-177107000.0,375000.0,375000.0,60000000.0,60000000.0,,0.0,,0.0,-61405000.0,-61405000.0,,0.0,,,14906000.0,81128000.0,-66222000.0,-3675000.0,-3675000.0,-72636000.0,196618000.0,196618000.0,-76874000.0,1616000.0,5261000.0,152520000.0,152520000.0,-72311000.0,-72311000.0,186406000.0,Real Estate
MAA,2025-06-30,-373.157871,0.005408,309813000.0,-69000.0,-69000.0,108127000.0,153688000.0,385686000.0,309744000.0,156056000.0,-45111000.0,45111000.0,108195626.842129,108127000.0,398499000.0,117163000.0,116976000.0,0.92,0.92,107205000.0,59000.0,107146000.0,59000.0,922000.0,108127000.0,-2748000.0,110875000.0,110875000.0,530000.0,600000.0,110945000.0,4653000.0,4722000.0,-69000.0,-45111000.0,45111000.0,151403000.0,12813000.0,12813000.0,12813000.0,12813000.0,164216000.0,385686000.0,549902000.0,549902000.0,867846.0,117071410.0,117071410.0,4993661000.0,5048143000.0,5912480000.0,10960623000.0,-943938000.0,5912489000.0,,5912480000.0,9000.0,10645632000.0,6090400000.0,177911000.0,5912489000.0,-6110000.0,-6110000.0,-1535340000.0,7431627000.0,22312000.0,22303000.0,9000.0,5745197000.0,4733143000.0,,,4733143000.0,,4733143000.0,1012054000.0,,,315000000.0,315000000.0,315000000.0,697054000.0,697054000.0,,,,,,11835597000.0,11767481000.0,224569000.0,41662000.0,41662000.0,41662000.0,11501250000.0,68116000.0,0.0,13634000.0,54482000.0,54482000.0,264544000.0,,0.0,354000.0,-88905000.0,35303000.0,,68116000.0,69454000.0,-1338000.0,-177870000.0,-177870000.0,-5125000.0,-178099000.0,-922000.0,-177177000.0,354000.0,354000.0,5000000.0,5000000.0,,0.0,,0.0,-176917000.0,-176917000.0,,0.0,,,-87826000.0,0.0,-87826000.0,-3750000.0,-3750000.0,-88905000.0,353449000.0,353449000.0,85021000.0,1626000.0,3466000.0,153688000.0,153688000.0,-1227000.0,-1227000.0,110875000.0,Real Estate
MAA,2025-09-30,0.0,0.017076,306517000.0,,,99538000.0,156819000.0,390897000.0,306517000.0,149698000.0,-46277000.0,46277000.0,99538000.0,99538000.0,403422000.0,117155000.0,117012000.0,0.84,0.84,98616000.0,52000.0,98564000.0,52000.0,922000.0,99538000.0,-2506000.0,102044000.0,102044000.0,389000.0,1766000.0,103421000.0,-1253000.0,-1253000.0,,-46277000.0,46277000.0,150951000.0,12525000.0,12525000.0,12525000.0,12525000.0,163476000.0,390897000.0,554373000.0,554373000.0,867846.0,117081742.0,117081742.0,5165110000.0,5197359000.0,5838484000.0,11035843000.0,-1131992000.0,5838493000.0,,5838484000.0,9000.0,10572852000.0,6014302000.0,175809000.0,5838493000.0,-5692000.0,-5692000.0,-1612912000.0,7435697000.0,21400000.0,21391000.0,9000.0,5912283000.0,4734359000.0,,,4734359000.0,,4734359000.0,1177924000.0,,,463000000.0,463000000.0,463000000.0,714924000.0,714924000.0,,,,,,11926585000.0,11880653000.0,245391000.0,41870000.0,41870000.0,41870000.0,11593392000.0,45932000.0,0.0,13683000.0,32249000.0,32249000.0,170814000.0,0.0,213000000.0,360000.0,-95622000.0,65064000.0,101000.0,45932000.0,68116000.0,-22184000.0,-34249000.0,-34249000.0,-4326000.0,-178283000.0,-922000.0,-177361000.0,360000.0,360000.0,148000000.0,148000000.0,,0.0,0.0,0.0,-254371000.0,-254371000.0,128000.0,0.0,0.0,0.0,-158127000.0,0.0,-158127000.0,-750000.0,-750000.0,-95622000.0,266436000.0,266436000.0,9899000.0,1624000.0,3416000.0,156819000.0,156819000.0,-7366000.0,-7366000.0,102044000.0,Real Estate
