symbol,date,close,volume
,,STX,STX
STX,2010-01-04,9.78389835357666,11116900
STX,2010-01-05,9.592265129089355,14536200
STX,2010-01-06,9.52492904663086,7171200
STX,2010-01-07,9.343650817871094,8556300
STX,2010-01-08,9.265957832336426,11329000
STX,2010-01-11,9.5042142868042,11497500
STX,2010-01-12,9.177910804748535,11522800
STX,2010-01-13,9.421343803405762,8800200
STX,2010-01-14,9.499031066894531,6398700
STX,2010-01-15,9.20380687713623,13716200
STX,2010-01-19,9.405802726745605,7802900
STX,2010-01-20,9.198627471923828,16283900
STX,2010-01-21,10.094664573669434,35144100
STX,2010-01-22,9.530110359191895,20111600
STX,2010-01-25,9.799436569213867,15582000
STX,2010-01-26,10.001436233520508,16018200
STX,2010-01-27,9.882309913635254,15416200
STX,2010-01-28,9.509393692016602,14128500
STX,2010-01-29,8.654790878295898,28653200
STX,2010-02-01,9.271139144897461,18205800
STX,2010-02-02,9.623337745666504,17569900
STX,2010-02-03,9.758002281188965,16905200
STX,2010-02-04,9.333296775817871,21505800
STX,2010-02-05,9.333296775817871,23836800
STX,2010-02-08,9.416162490844727,14937100
STX,2010-02-09,9.493852615356445,12415000
STX,2010-02-10,9.57154655456543,9770100
STX,2010-02-11,9.716568946838379,8142000
STX,2010-02-12,9.685492515563965,11482500
STX,2010-02-16,10.218968391418457,19036400
STX,2010-02-17,10.358813285827637,13328300
STX,2010-02-18,10.73691177368164,17442500
STX,2010-02-19,10.622966766357422,15071300
STX,2010-02-22,10.73691177368164,10665100
STX,2010-02-23,10.529731750488281,11630800
STX,2010-02-24,10.099847793579102,27780900
STX,2010-02-25,10.094664573669434,28118900
STX,2010-02-26,10.312198638916016,9090300
STX,2010-03-01,11.058039665222168,20620200
STX,2010-03-02,10.881935119628906,13412000
STX,2010-03-03,10.167176246643066,25207200
STX,2010-03-04,10.218968391418457,15528100
STX,2010-03-05,10.31737995147705,10340300
STX,2010-03-08,10.301840782165527,9933400
STX,2010-03-09,10.151638984680176,12782500
STX,2010-03-10,9.928921699523926,25708800
STX,2010-03-11,9.960000038146973,26402500
STX,2010-03-12,9.980717658996582,14388000
STX,2010-03-15,9.7269287109375,11815100
STX,2010-03-16,9.908208847045898,11810000
STX,2010-03-17,10.006614685058594,11421100
STX,2010-03-18,10.006614685058594,6879500
STX,2010-03-19,9.804618835449219,12289900
STX,2010-03-22,10.208612442016602,15350900
STX,2010-03-23,10.591890335083008,20338400
STX,2010-03-24,10.374357223510742,10619300
STX,2010-03-25,10.161999702453613,10167400
STX,2010-03-26,9.804618835449219,21547800
STX,2010-03-29,9.789078712463379,10719000
STX,2010-03-30,9.410984992980957,25804100
STX,2010-03-31,9.457598686218262,12664100
STX,2010-04-01,9.379905700683594,11090900
STX,2010-04-05,9.57154655456543,14810100
STX,2010-04-06,9.8719482421875,15020600
STX,2010-04-07,9.763184547424316,15168200
STX,2010-04-08,9.675132751464844,9454200
STX,2010-04-09,9.913386344909668,7965900
STX,2010-04-12,9.882309913635254,10932500
STX,2010-04-13,9.519754409790039,21400400
STX,2010-04-14,9.980717658996582,25927400
STX,2010-04-15,10.19825267791748,13541700
STX,2010-04-16,9.970357894897461,14669500
STX,2010-04-19,9.887491226196289,11932900
STX,2010-04-20,10.011796951293945,13691300
STX,2010-04-21,10.120564460754395,28733300
STX,2010-04-22,10.19825267791748,11872000
STX,2010-04-23,10.7576322555542,24285900
STX,2010-04-26,10.597070693969727,10002200
STX,2010-04-27,10.167176246643066,15216000
STX,2010-04-28,10.084305763244629,16226500
STX,2010-04-29,9.913386344909668,18822600
