symbol,date,close,volume
,,GRMN,GRMN
GRMN,2010-01-04,18.85077667236328,2098800
GRMN,2010-01-05,18.897632598876953,1719300
GRMN,2010-01-06,18.757047653198242,1283100
GRMN,2010-01-07,18.84491729736328,2962600
GRMN,2010-01-08,19.793901443481445,3936100
GRMN,2010-01-11,20.086793899536133,1997700
GRMN,2010-01-12,19.805612564086914,2400900
GRMN,2010-01-13,20.309383392333984,2221800
GRMN,2010-01-14,20.6140079498291,2645400
GRMN,2010-01-15,20.57886505126953,2058000
GRMN,2010-01-19,21.732873916625977,3470100
GRMN,2010-01-20,21.17637062072754,2482600
GRMN,2010-01-21,20.010643005371094,4361300
GRMN,2010-01-22,19.5771541595459,2037400
GRMN,2010-01-25,19.612300872802734,1098900
GRMN,2010-01-26,19.418994903564453,1135500
GRMN,2010-01-27,19.659160614013672,1354400
GRMN,2010-01-28,19.219823837280273,1580500
GRMN,2010-01-29,18.926923751831055,1413700
GRMN,2010-02-01,19.055803298950195,1467700
GRMN,2010-02-02,19.495140075683594,1355700
GRMN,2010-02-03,19.37212562561035,1738600
GRMN,2010-02-04,18.874204635620117,2093800
GRMN,2010-02-05,18.97379493713379,1853900
GRMN,2010-02-08,18.686752319335938,968100
GRMN,2010-02-09,18.698467254638672,2129800
GRMN,2010-02-10,18.686752319335938,1061800
GRMN,2010-02-11,18.99135971069336,1404800
GRMN,2010-02-12,18.71604347229004,2122000
GRMN,2010-02-16,19.208105087280273,1713600
GRMN,2010-02-17,19.33112335205078,1298700
GRMN,2010-02-18,19.793901443481445,2302000
GRMN,2010-02-19,19.752897262573242,1502900
GRMN,2010-02-22,20.455846786499023,2520200
GRMN,2010-02-23,20.18052101135254,2366400
GRMN,2010-02-24,19.00893211364746,9779600
GRMN,2010-02-25,18.698467254638672,3398900
GRMN,2010-02-26,18.71604347229004,1918200
GRMN,2010-03-01,19.02065658569336,2477500
GRMN,2010-03-02,19.325267791748047,2882700
GRMN,2010-03-03,19.81147575378418,2540700
GRMN,2010-03-04,19.834901809692383,1121000
GRMN,2010-03-05,20.315250396728516,1630400
GRMN,2010-03-08,20.567150115966797,1756200
GRMN,2010-03-09,20.725305557250977,2213000
GRMN,2010-03-10,20.912761688232422,1171700
GRMN,2010-03-11,21.035768508911133,1128200
GRMN,2010-03-12,21.035768508911133,1271900
GRMN,2010-03-15,20.84832000732422,1456500
GRMN,2010-03-16,20.678434371948242,1367200
GRMN,2010-03-17,21.83245277404785,3544000
GRMN,2010-03-18,21.521987915039062,2051900
GRMN,2010-03-19,21.164655685424805,1847900
GRMN,2010-03-22,21.223234176635742,1485000
GRMN,2010-03-23,21.81488037109375,2523300
GRMN,2010-03-24,22.28937530517578,2295400
GRMN,2010-03-25,22.857582092285156,4617400
GRMN,2010-03-26,23.39651107788086,2049600
GRMN,2010-03-29,22.927879333496094,2166600
GRMN,2010-03-30,22.31865882873535,3068500
GRMN,2010-03-31,22.629131317138672,2309000
GRMN,2010-04-01,22.254222869873047,1971900
GRMN,2010-04-05,22.19563865661621,2353000
GRMN,2010-04-06,22.59983253479004,1649400
GRMN,2010-04-07,22.634979248046875,2150400
GRMN,2010-04-08,22.342092514038086,1699200
GRMN,2010-04-09,22.33036994934082,945600
GRMN,2010-04-12,22.031620025634766,2180900
GRMN,2010-04-13,22.20306396484375,1867400
GRMN,2010-04-14,22.648469924926758,1744000
GRMN,2010-04-15,22.69118309020996,1156500
GRMN,2010-04-16,22.038330078125,2209900
GRMN,2010-04-19,22.361713409423828,2153000
GRMN,2010-04-20,22.398319244384766,820800
GRMN,2010-04-21,22.508148193359375,1185500
GRMN,2010-04-22,22.898639678955078,1080900
GRMN,2010-04-23,22.892528533935547,1021100
GRMN,2010-04-26,23.002368927001953,1116500
GRMN,2010-04-27,23.276920318603516,2263300
GRMN,2010-04-28,23.337942123413086,952200
GRMN,2010-04-29,23.636903762817383,1276400
GRMN,2010-04-30,22.807117462158203,1846300
GRMN,2010-05-03,23.78333854675293,1476100
GRMN,2010-05-04,22.868122100830078,2637200
GRMN,2010-05-05,20.860761642456055,7500100
GRMN,2010-05-06,20.433664321899414,2903900
GRMN,2010-05-07,20.903474807739258,2116400
GRMN,2010-05-10,21.721059799194336,2313700
GRMN,2010-05-11,20.848556518554688,2821900
GRMN,2010-05-12,20.708223342895508,2354900
GRMN,2010-05-13,20.079776763916016,1749500
GRMN,2010-05-14,20.458059310913086,2278300
GRMN,2010-05-17,20.75093650817871,2217100
GRMN,2010-05-18,20.342138290405273,2363800
GRMN,2010-05-19,20.903474807739258,2383000
GRMN,2010-05-20,20.403154373168945,1935800
GRMN,2010-05-21,20.458059310913086,2275900
GRMN,2010-05-24,20.19570541381836,1525800
GRMN,2010-05-25,20.134685516357422,2596000
GRMN,2010-05-26,19.414724349975586,2283800
GRMN,2010-05-27,20.19570541381836,1544300
GRMN,2010-05-28,20.488576889038086,1412600
GRMN,2010-06-01,19.5672550201416,1183800
GRMN,2010-06-02,20.19570541381836,1228000
GRMN,2010-06-03,20.000455856323242,1411600
GRMN,2010-06-04,19.524547576904297,1906400
GRMN,2010-06-07,19.04863739013672,1913500
GRMN,2010-06-08,19.725894927978516,1849100
GRMN,2010-06-09,19.609966278076172,1088300
GRMN,2010-06-10,20.23231315612793,1270100
GRMN,2010-06-11,20.927873611450195,1667400
GRMN,2010-06-14,19.866230010986328,2016400
GRMN,2010-06-15,20.2445125579834,1103900
GRMN,2010-06-16,19.933338165283203,940900
GRMN,2010-06-17,19.67708396911621,1119900
GRMN,2010-06-18,19.50623893737793,1588100
GRMN,2010-06-21,19.542850494384766,1509800
GRMN,2010-06-22,19.49404525756836,1283600
GRMN,2010-06-23,19.585556030273438,887900
GRMN,2010-06-24,19.43912696838379,1068600
GRMN,2010-06-25,19.5367488861084,3730900
GRMN,2010-06-28,18.67035675048828,1940000
GRMN,2010-06-29,17.852760314941406,2344500
GRMN,2010-06-30,17.803943634033203,1974600
GRMN,2010-07-01,18.182233810424805,1490100
GRMN,2010-07-02,17.85886001586914,1881000
GRMN,2010-07-06,17.65751075744629,1339400
GRMN,2010-07-07,18.261554718017578,1667900
GRMN,2010-07-08,18.487308502197266,913300
GRMN,2010-07-09,18.51171112060547,743800
GRMN,2010-07-12,17.895469665527344,1588700
GRMN,2010-07-13,18.487308502197266,954100
GRMN,2010-07-14,18.450700759887695,736000
GRMN,2010-07-15,18.481212615966797,916600
